;document_no;cominant_topic;topic_perc_contrib;keywords;tokens
2745;2745;3;0.3572;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['millier', 'civil', 'trouvaient', 'supermarche', 'ete', 'detruit', 'missile', 'krementchouk', 'ville', 'moyenne', 'centre', 'compte', 'deja', 'moins', 'mort', 'bilan', 'devrait', 'etre', 'terrible']
2746;2746;0;0.3639;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['conflit', 'entre', 'pu', 'etre', 'evite', 'si', 'respecte', 'accord', 'minsk', 'donnant', 'certaine', 'autonomie', 'regions', 'donetsk', 'lougansk', 'lieu', 'cela', 'zelensky', 'promettait', 'reprendre', 'territoire', 'force', 'cnews']
2747;2747;3;0.3335;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['westandwithukraine', 'depuis', 'fevrier', 'victime', 'bombardement', 'russe', 'detruisant', 'ainsi', 'notamment', 'universites', 'tout', 'lieu', 'apprentissage']
2748;2748;3;0.2767;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['violent', 'rappel', 'horreur', 'moins', 'mort', 'blesses', 'krementchouk', 'centre', 'commercial', 'centre', 'pays', 'frappe', 'missile', 'plus', 'millier', 'civil', 'declare', 'zelensky', 'condamnation']
2749;2749;3;0.3083;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['moins', 'mort', 'plusieurs', 'dizaine', 'blesses', 'bilan', 'provisoire', 'apres', 'bombardement', 'supermarche', 'krementchouk', 'ministere', 'interieur', 'video', 'andrey', 'geraschenko', 'conseiller', 'aupres', 'ministre']
2750;2750;0;0.3133;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['france', 'condamne', 'tir', 'missile', 'frappe', 'supermarche', 'krementchouk', 'fait', 'dizaine', 'mort', 'plusieurs', 'douzaine', 'blesses', 'declaration']
2751;2751;3;0.3186;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['archive', 'heure', 'dizaine', 'mort', 'melilla', 'maroc', 'venant', 'afrique', 'subsaharienne', 'voici', 'moment', 'ressortir', 'cet', 'extrait', 'jlmelenchon', 'sou', 'deni', 'davidpujadas', 'hypocrisie', 'mlp', 'officiel', 'partagez']
2752;2752;3;0.305;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['apres', 'bombardement', 'centre', 'commercial', 'ukrainien', 'communique', 'quaidorsay', 'bombardant', 'facon', 'indiscriminee', 'civil', 'infrastructure', 'civil', 'partout', 'poursuit', 'violation', 'effroyables', 'droit', 'humanitaire', 'international']
2753;2753;3;0.3867;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['juin', 'moins', 'mort', 'blesses', 'bilan', 'provisoire', 'frappe', 'missile', 'centre', 'commercial', 'krementchouk', 'meme', 'jour', 'donbass', 'mort', 'dont', 'enfant', 'blesses', 'bombardement', 'point', 'collecte', 'eau', 'lysytchansk']
2754;2754;3;0.2925;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['personne', 'blessees', 'etaient', 'militaire', 'cachaient', 'interieur', 'car', 'centre', 'commercial', 'amstor', 'krementchouk', 'ferme', 'depuis', 'longtemps', 'see', 'screencap', 'gt', 'dauerhaft', 'geschlossen', 'fermeture', 'definitive', 'poutine']
2755;2755;0;0.3102;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['competition', 'adversaire', 'surtout', 'pensee', 'confreres', 'ukrainien', 'toujours', 'victime', 'sombre', 'periode', 'revetons', 'soir', 'couleur', 'hommage', 'soutien', 'patrie', 'courage', 'uaeb', 'org']
2756;2756;3;0.2866;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['soir', 'sauveteur', 'degagent', 'debris', 'avant', 'chercher', 'corps', 'centre', 'commercial', 'bombarde', 'cet', 'apres', 'midi', 'kremenchuk', 'infofrance']
2757;2757;0;0.4087;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['faut', 'detruire', 'disait', 'caton', 'ancien', 'fait', 'detruire', 'dit', 'poutine', 'contre', 'civil', 'extermination', 'totale']
2758;2758;0;0.372;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['comme', 'toujours', 'macron', 'maquille', 'fait', 'perturbe', 'marche', 'energie', 'stupides', 'sanction', 'font', 'mal', 'francais']
2759;2759;0;0.2896;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['lci', 'donne', 'parole', 'mercenaire', 'neonazi', 'francais', 'combattant']
2760;2760;3;0.35;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['soumis', 'propagande', 'ukrainien', 'relayee', 'media', 'occidental', 'visant', 'culpabiliser', 'vis', 'vis', 'respecte', 'accord', 'minsk', 'accordant', 'autonomie', 'deux', 'regions', 'russophones']
2761;2761;0;0.2309;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['emmanuel', 'macron', 'denonce', 'horreur', 'absolue', 'apres', 'frappe', 'contre', 'centre', 'commercial', 'krementchouk', 'appelle', 'peuple', 'voir', 'verite', 'face']
2762;2762;0;0.3102;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['operations', 'cyber', 'vaste', 'campagne', 'doxing', 'menee', 'projet', 'nemesis', 'plusieurs', 'but', 'accrediter', 'these', 'nazi', 'redorer', 'capacites', 'cyber', 'encourager', 'harcelement', 'soldat', 'famille']
2763;2763;3;0.3598;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['otan', 'conseil', 'face', 'otan', 'reunit', 'madrid', 'veut', 'pouvoir', 'mobiliser', 'plus', 'soldat', 'europe', 'nouveau', 'bataillon', 'ete', 'deployes', 'hongrie', 'slovaquie', 'roumanie', 'bulgarie']
2764;2764;0;0.3101;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['compagnie', 'juif', 'ouda', 'transfuge', 'servent', 'pactisent', 'ultranationaliste', 'pravysektor', 'voici', 'histoire', 'juif', 'roulant', 'fange', 'banderistes', 'dont', 'ancetres', 'massacre', 'leurs', 'pendant', 'shoahparballes']
2765;2765;0;0.2746;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['ceux', 'goinfrent', 'dividende', 'total', 'engie', 'edf', 'demandent', 'francais', 'faire', 'economies', 'energie', 'cause', 'meurt', 'patrie', 'meurt', 'industriel', 'anatole', 'france']
2766;2766;2;0.3268;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['bfmtv', 'nouveau', 'mot', 'macroner', 'def', 'faire', 'semblant', 'aider', 'neologisme', 'inspire', 'macron', 'dont', 'souvient', 'aide', 'reelle', 'photo', 'preoccupees', 'elysee', 'ukrainerussia']
2767;2767;0;0.2885;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['alerte', 'regime', 'kiev', 'media', 'mainstream', 'suite', 'accuse', 'avoir', 'attaque', 'centre', 'commercial', 'kremenchuk', 'missile', 'habitant', 'filme', 'lieux', 'explique', 'incendie', 'rayon', 'intacts']
2768;2768;0;0.4069;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['juif', 'membre', 'pravysektor', 'tout', 'vu', 'poignee', 'absurdite', 'pays', 'revele', 'bien', 'quelle', 'confusion', 'terrible', 'existe', 'depuis', 'maidan', 'cela', 'ferait', 'rire', 'si', 'ete', 'fondateur', 'azov', 'nathankhazin', 'massacremarioupol']
2769;2769;3;0.3499;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['situation', 'semble', 'stabiliser', 'alors', 'deux', 'camp', 'continuent', 'leurs', 'effort', 'respectifs']
2770;2770;0;0.3561;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['premiere', 'grand', 'interview', 'nouveau', 'ministre', 'armees', 'sebastien', 'lecornu', 'annonce', 'france', 'apprete', 'envoyer', 'vehicules', 'transport', 'blinde', 'arme']
2771;2771;0;0.249;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['poutine', 'commet', 'nouveau', 'crime', 'contre', 'civil', 'aucun', 'sens', 'aucun', 'debut', 'justification', 'tyran', 'va', 'plonger', 'monde', 'abime', 'si', 'arrete', 'rapidement']
2772;2772;0;0.2885;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['depuis', 'union', 'europeenne', 'donne', 'milliard', 'euro', 'pu', 'utiliser', 'cet', 'argent', 'inciter', 'respecter', 'accord', 'minsk', 'cela', 'evite', 'cnews']
2773;2773;0;0.4238;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['nato', 'accord', 'guillaume', 'durand', 'radioclassique', 'evoque', 'congre', 'otan', 'commence', 'espagne', 'terme', 'veritable', 'declaration', 'otan', 'nato', 'europe', 'hier', 'yougoslavie']
2774;2774;0;0.258;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['enfin', 'arme', 'ble', 'pleinement', 'utilisee', 'organise', 'blocus', 'odessa', 'pille', 'depots', 'ukrainien', 'occupe', 'fournir', 'pays', 'ami', 'bombarde', 'depots', 'peut', 'occuper', 'occident', 'tente', 'trouver', 'solution', 'crise']
2775;2775;3;0.4682;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['plainte', 'soldat', 'russe', 'continuent', 'temoignages', 'tentative', 'echapper', 'profitant', 'permission', 'refuser', 'retourner', 'front']
2776;2776;2;0.3037;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['sequence', 'frappe', 'missile', 'ru', 'depuis', 'juin', 'marque', 'tournant', 'stock', 'russe', 'missile', 'precision', 'epuisent', 'ex', 'kh', 'amp', 'kh', 'emploi', 'missile', 'plus', 'ancien', 'imprecis', 'kh', 'amp', 'kh', 'va', 'multiplier']
2777;2777;0;0.2308;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['ue', 'juin', 'membre', 'ue', 'adopte', 'train', 'sanction', 'contre', 'punir', 'invasion', 'sanctionnent', 'sanction', 'europeennes', 'si', 'europe', 'premier', 'lieu', 'analyse', 'figaro']
2778;2778;3;0.3479;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['direct', 'nouveau', 'bilan', 'fait', 'etat', 'moins', 'mort', 'bombardement', 'centre', 'commercial', 'krementchouk']
2779;2779;0;0.372;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['comment', 'ukrainien', 'parviennent', 'recevoir', 'autant', 'arme', 'peuvent', 'exporter', 'cereales', 'entrepots', 'bizarre', 'cet', 'import', 'export', 'russianukrainianwar', 'russia', 'usa']
2780;2780;0;0.364;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['france', 'annonce', 'envoi', 'vehicules', 'transport', 'blinde', 'kiev']
2781;2781;3;0.2808;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['dernieres', 'avancees', 'pfue', 'premier', 'bilan', 'valeriehayer', 'renaissanceue', 'europe', 'defense', 'soutien', 'souverainete', 'energetique', 'taxe', 'carbone', 'frontieres', 'ue', 'aussi', 'dsa', 'dma', 'presidence', 'francaise', 'tenu', 'promesse']
2782;2782;4;0.6352;soutien, faut, situation, centre, sanction, krementchouk, moldavie, bombardement, crise, toutes;['point', 'situation', 'retrouvez', 'toutes', 'information', 'mieux', 'comprendre', 'enjeu', 'crise', 'notredefense', 'seblecornu', 'gouvernementfr', 'etatmajorfr', 'francediplo', 'armeedeterre', 'armee', 'lair', 'marinenationale']
2783;2783;3;0.2675;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['francais', 'presente', 'lci', 'comme', 'simple', 'volontaire', 'voulant', 'defendre', 'europe', 'appelle', 'realite', 'karel', 'cherel', 'salzburg', 'mercenaire', 'neonazi', 'deja', 'ete', 'arrete', 'france', 'fait', 'violence', 'propagande', 'operationz']
2784;2784;0;0.2489;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['argentine', 'iran', 'deposent', 'leurs', 'demande', 'adhesion', 'brics', 'pleine', 'lendemain', 'tenue', 'dur', 'contre', 'colossal', 'camouflet', 'occident', 'comment', 'parler', 'apres', 'isolation']
2785;2785;0;0.2776;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['double', 'sanction', 'subir', 'incontournable', 'defaite', 'face', 'armee', 'tout', 'ruinant', 'economies', 'corrompue', 'dont', 'majorite', 'refugies', 'menent', 'grand', 'train', 'cote', 'azur', 'leurs', 'luxe', 'mal', 'gare', 'partout', 'nice']
2786;2786;0;0.3133;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['savions', 'atroce', 'cynisme', 'poutine', 'sans', 'limite', 'profite', 'sommet', 'otan', 'multiplier', 'frappe', 'comptant', 'lassitude', 'europeens', 'preuve', 'bombardement', 'centre', 'commercial', 'crime', 'abominable']
2787;2787;2;0.3607;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['soir', 'artefr', 'film', 'pourquoi', 'pourquoi', 'soutenir', 'pourquoi', 'aller', 'pourquoi', 'concerne', 'plus', 'haut', 'point', 'pourquoi', 'deja', 'mondiale', 'surtout', 'pourquoi', 'ukrainien', 'doivent', 'emporter', 'standwithukraine']
2788;2788;0;0.3264;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['otan', 'reunit', 'madrid', 'partir', 'mardi', 'pays', 'alliance', 'atlantique', 'devraient', 'accorder', 'nouveau', 'plan', 'aide', 'madridotan']
2789;2789;0;0.2594;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['bon', 'ben', 'tout', 'arrive', 'media', 'commencent', 'dire', 'sanction', 'economiques', 'aucun', 'effet', 'determination', 'poutine', 'elles', 'penalisent', 'serieusement', 'france']
2790;2790;2;0.3422;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['lettre', 'ouverte', 'commission', 'doit', 'servir', 'excuse', 'amoindrir', 'mesure', 'environnementales', 'future', 'pac', 'ong', 'dont', 'pouruneautrepac', 'affaiblir', 'regles', 'pac', 'production', 'ue', 'faux', 'solution']
2791;2791;0;0.3232;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['baviere', 'allemagne', 'lesoirbe']
2792;2792;0;0.2747;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['david', 'lisnard', 'presidentamf', 'oleksandr', 'markouchine', 'maire', 'irpin', 'commune', 'limitrophe', 'kiev', 'signent', 'matin', 'declaration', 'intention', 'appellent', 'maire', 'mobiliser', 'solidarite', 'reconstruire', 'irpin']
2793;2793;1;0.2759;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['colossal', 'travail', 'bbc', 'documente', 'vol', 'ble', 'destination', 'vue', 'aeriennes', 'appui']
2794;2794;0;0.2704;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['demandons', 'destitution', 'poutine', 'regime', 'ainsi', 'comparution', 'devant', 'cour', 'penale', 'internationale', 'standwithukraine', 'stoprussia', 'stoprussianaggression', 'pari', 'bruxelles', 'kyiv']
2795;2795;3;0.2527;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['armee', 'recuse', 'attaque', 'contre', 'centre', 'commercial', 'krementchouk']
2796;2796;2;0.249;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['macron', 'evoque', 'horreur', 'massacre', 'appelle', 'russe', 'ouvrir', 'yeux', 'yeux', 'meme', 'ferme', 'devant', 'horreur', 'allies', 'usa', 'israel', 'arabiesaoudite', 'camp', 'bien', 'croit', 'vraiment', 'dit', 'prend', 'juste', 'con']
2797;2797;2;0.359;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['zelensky', 'reclame', 'exige', 'veut', 'ue', 'approuve', 'accepte', 'tend', 'main', 'si', 'interessait', 'champ', 'lexical', 'utilise', 'presse', 'voyez', 'veux', 'venir']
2798;2798;0;0.3063;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['quand', 'prix', 'fuel', 'explosera', 'cet', 'hiver', 'utilisation', 'masse', 'chauffage', 'electriques', 'appoint', 'provoqua', 'coupure', 'generalisees', 'beaucoup', 'francais', 'clameront']
2799;2799;0;0.2488;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['non', 'maryseburgot', 'redevance', 'sert', 'ancien', 'reportage', 'anti', 'trump', 'propagande', 'bruxelles', 'cirer', 'pompe', 'macron', 'inviter', 'partisan', 'moment', 'propagande', 'unilaterale']
2800;2800;0;0.364;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['carte', 'situation', 'militaire', 'juin', 'donbass']
2801;2801;3;0.2621;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['convoi', 'intersyndical', 'solidarite', 'arrive', 'apres', 'route', 'nom', 'intersyndicale', 'delegation', 'composee', 'militant', 'cgt', 'solidaires', 'remis', 'syndicat', 'fpu', 'kvpu', 'camion', 'afin', 'livrer', 'aide', 'humanitaire']
2802;2802;0;0.3826;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['emmanuelmacron', 'fier', 'mr', 'president', 'emmanuelmacron', 'lache', 'rien', 'doit', 'gagner', 'soutien', 'soutien', 'serrera', 'ceinture', 'faut', 'poutine', 'gagnera', 'merci', 'president']
2803;2803;0;0.2485;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['international', 'france', 'va', 'envoyer', 'vehicules', 'blinde']
2804;2804;1;0.3127;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['covid', 'virus', 'plus', 'intelligent', 'monde', 'sait', 'calmer', 'laisser', 'place', 'sait', 'eclipser', 'pendant', 'periodes', 'electorales', 'car', 'date', 'toutes', 'elections', 'france', 'ainsi', 'quand', 'fini', 'revient', 'force', 'plandemie']
2805;2805;0;0.2488;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['demande', 'autorites', 'cdcmae', 'achemine', 'materiel', 'medical', 'ver', 'via', 'slovaquie', 'lien', 'corruss', 'sante', 'gouv', 'agence', 'regionales', 'sante', 'plusieurs', 'hopitaux', 'francais', 'communique', 'conjoint']
2806;2806;3;0.2737;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['repondre', 'question', 'jdomerchet', 'voici', 'etat', 'relatif', 'superficie', 'occupees', 'contestees', 'selon', 'periodes', 'conflit', 'jdomerchet', 'michel', 'goya', 'egea', 'blog']
2807;2807;1;0.2906;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['bon', 'crime', 'cache', 'parmi', 'horreur', 'selon', 'bush', 'national', 'macron', 'dessin', 'ci', 'dessou', 'saurez', 'reconnaitre', 'palestine', 'usa', 'israel', 'irak', 'syrie', 'lybie', 'afganistan', 'macron', 'bfmtv', 'cnews', 'lci']
2808;2808;3;0.2867;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['pratique', 'russe', 'consistant', 'cibler', 'lieux', 'civil', 'comme', 'hopitaux', 'ecoles', 'largement', 'documentee', 'russe', 'pratiquent', 'frappe', 'punitives', 'menteur', 'pierre', 'servent', 'consultant', 'defense', 'tf', 'lci', 'hpujadas', 'lci']
2809;2809;3;0.3746;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['demain', 'mercredi', 'kiosque', 'retrouvez', 'nouveau', 'franctireurmag', 'ivg', 'edito', 'enthoven', 'celui', 'carolinefourest', 'coup', 'cintre', 'retour', 'far', 'west', 'fiammettavenner', 'aussi', 'enquete', 'michael', 'prazan', 'viol', 'rendez-vous', 'demain']
2810;2810;3;0.3479;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['bhl', 'russe', 'ecrasent', 'ukrainien', 'depuis', 'moi', 'concentrent', 'donbass', 'avance', 'kilomètre', 'allie', 'poutine', 'eventuel', 'decouragement', 'occident', 'usa', 'ruthelkrief']
2811;2811;3;0.2703;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['jour', 'lutte', 'ukrainien', 'liberte', 'contre', 'invasion', 'totale', 'non', 'provoquee', 'amplifie', 'insecurite', 'alimentaire', 'monde', 'entier', 'plus', 'million', 'tonne', 'cereales', 'actuellement', 'bloquees']
2812;2812;3;0.3335;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['comment', 'voulez', 'faire', 'lecon', 'leurs', 'crime', 'quand', 'minimise', 'crime', 'allies', 'poutine', 'utilise', 'meme', 'propagande', 'certain', 'regimes', 'ami', 'yemen', 'palestine', 'irak', 'lybie', 'afghanistan']
2813;2813;0;0.3273;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['macron', 'dit', 'peut', 'ni', 'doit', 'gagner', 'bhl', 'fier', 'president', 'pays', 'prononce', 'mot', 'explication', 'ruthelkrief']
2814;2814;0;0.4169;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['otan', 'tous', 'uni', 'contre', 'poutine', 'bhl', 'reunion', 'otan', 'prouve', 'poutine', 'tort', 'speculer', 'division', 'clan', 'occidental', 'reaction', 'erdogan', 'importante', 'ruthelkrief']
2815;2815;1;0.3506;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['france', 'condamne', 'plus', 'grand', 'fermete', 'frappe', 'contre', 'centre', 'commercial', 'krementchoul', 'attaque', 'injustifiable', 'derniere', 'date', 'longue', 'serie', 'viole', 'principe', 'plus', 'elementaires', 'droit', 'intl', 'humanitaire']
2816;2816;0;0.2639;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['magnifique', 'concert', 'caritatif', 'soir', 'copernic', 'judaismem', 'merci', 'standwithukraine']
2817;2817;1;0.2572;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['bombarde', 'occupe', 'boycott', 'israel', 'bombarde', 'occupe', 'tapis', 'rouge', 'droit', 'ethique', 'coherence', 'sanglant', 'foutage', 'gueule', 'macron', 'fait', 'boulot', 'palestine']
2818;2818;3;0.2517;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['moment', 'frappe', 'centre', 'commercial', 'krementchouk', 'missile', 'russe', 'savaient', 'ciblaient', 'civil']
2819;2819;4;0.2856;soutien, faut, situation, centre, sanction, krementchouk, moldavie, bombardement, crise, toutes;['demande', 'toujours', 'pourquoi', 'manonaubryfr', 'abstenue', 'voter', 'lfi', 'meilleur', 'soutien', 'poutine', 'nupes', 'rn']
2820;2820;0;0.328;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['revisionnisme', 'quelle', 'credibilite', 'france', 'fait', 'morale', 'juste', 'titre', 'poutine', 'agression', 'alors', 'assembleenationale', 'rn', 'fait', 'revisionnisme', 'algerie', 'sans', 'aucune', 'part', 'lucidite', 'edifiant']
2821;2821;0;0.3427;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['enorme', 'changement', 'geopolitique', 'signature', 'accord', 'adhesion', 'finlande', 'suede', 'otan', 'blocage', 'turquie', 'leve', 'gigantesque', 'echec', 'poutine']
2822;2822;3;0.5135;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['frappe', 'russe', 'contre', 'ville', 'civil', 'continuent', 'hier', 'nuit', 'bilan', 'civil', 'lourd', 'plusieurs', 'mort', 'chaque', 'jour', 'nombreux', 'blesses', 'dont', 'amputes', 'doivent', 'etre', 'evacues', 'ver', 'arriere']
2823;2823;3;0.3599;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['nouvelle', 'journee', 'effort', 'sans', 'changement', 'front', 'force', 'ru', 'gardent', 'initiative', 'parviennent', 'maintenir', 'tempo', 'progression', 'fond', 'saillant', 'kramatorsk', 'ver', 'lysychansk']
2824;2824;1;0.3794;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['sommet', 'munich', 'signe', 'fin', 'domination', 'occidental', 'monde', 'combien', 'temps', 'avant', 'chute', 'dette', 'covid', 'inflation', 'euro', 'penuries', 'gaz', 'climateaction', 'passsanitaire']
2825;2825;3;0.2739;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['depuis', 'plus', 'quatre', 'moi', 'peuple', 'ukrainien', 'bat', 'souverainete', 'liberte', 'diplo', 'aclairelegendre', 'revient', 'engagement', 'france', 'soutien']
2826;2826;3;0.3186;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['sudradio', 'andrebercoff', 'tous', 'etats', 'midi', 'situation', 'jacques', 'baud', 'ancien', 'fonctionnaire', 'otan', 'specialiste', 'suisse', 'renseignement', 'face', 'face', 'psychologue', 'marie', 'estelle', 'dupont', 'liberer', 'toxique']
2827;2827;0;0.2958;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['sanction', 'contre', 'soutien', 'europeen', 'occidental', 'massif', 'ralentissent', 'offensive', 'poutine', 'renforcent', 'resistance', 'ukrainien']
2828;2828;0;0.2776;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['tant', 'sahel', 'paix', 'aucun', 'pays', 'aussi', 'loin', 'paix', 'porte', 'parole', 'gouv', 'burkina', 'be', 'lionel', 'bilgo', 'denonce', 'france', 'difficultes', 'pays', 'sahel', 'armer', 'equiper', 'alors', 'beneficie', 'toutes', 'largesse']
2829;2829;0;0.231;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['faire', 'course', 'krementchouk', 'cocoboer']
2830;2830;0;0.4197;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['kremenchuk', 'non', 'missile', 'etait', 'destine', 'supermarche', 'vide', 'ferme', 'depuis', 'moi', 'droite', 'niveau', 'structure', 'metallique', 'agissait', 'complexe', 'militaire', 'arme', 'otan', 'destine', 'etre', 'envoye', 'donbass', 'voir', 'photo', 'ci', 'dessou']
2831;2831;2;0.3036;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['norvege', 'sent', 'mauvais', 'tout', 'entre', 'etatsunis', 'vont', 'deployer', 'militaire', 'toute', 'europe', 'adhesion', 'probable', 'suede', 'finlande', 'otan', 'toujours', 'aucune', 'negociation', 'vue', 'stopwar']
2832;2832;0;0.3693;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['aimerais', 'savoir', 'ceux', 'crachent', 'emmanuelmacron', 'etes', 'reellement', 'pro', 'poutine', 'anti', 'car', 'autres', 'choix', 'lfi', 'rn', 'pro', 'poutine', 'votent', 'contre', 'aide', 'pense', 'vraiment', 'choix', 'enfant', 'alors']
2833;2833;0;0.3398;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['renforcement', 'presence', 'militaire', 'americaine', 'europe', 'volonte', 'scholz', 'faire', 'allemagne', 'premiere', 'puissance', 'militaire', 'europe', 'adhesion', 'suede', 'finlande', 'otan', 'renforcement', 'armement', 'lourd']
2834;2834;0;0.3825;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['transit', 'terrestre', 'ver', 'territoire', 'kaliningrad', 'ni', 'interrompu', 'ni', 'interdit', 'lituanie', 'fait', 'appliquer', 'sanction', 'union', 'europeenne', 'adoptees', 'suite', 'agression', 'fait']
2835;2835;0;0.2811;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['zelynsky', 'demande', 'plus', 'arme']
2836;2836;2;0.3557;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['photo', 'terribe', 'separatiste', 'donbass', 'civil', 'pris', 'bataillon', 'represailles', 'dniepr', 'terreur', 'lit', 'visage', 'photo', 'abjecte', 'prise', 'bourreau', 'comme', 'vit', 'aussi', 'ss', 'passe', 'crimesdeguerre', 'populicide']
